"Ing1","Ing2","Occurrence"
"Parsley to garnish","finely chopped flat-leaf parsley","0"
"Parsley to garnish","finely chopped oregano","0"
"Parsley to garnish","spring onion","0"
"Parsley to garnish","grated gbejniet","0"
"Parsley to garnish","salt and pepper","0"
"Parsley to garnish","day-old loaf of bread","0"
"Parsley to garnish","sugar ","0"
"Parsley to garnish","custard powder ","0"
"Parsley to garnish","cornflour ","0"
"Parsley to garnish","cocoa ","0"
"Parsley to garnish","mixed dried fruit such as sultanas","0"
"Parsley to garnish","almonds ","0"
"Parsley to garnish","glacé cherries","0"
"Parsley to garnish","vanilla extract ","0"
"Parsley to garnish","whisky","0"
"Parsley to garnish","French shallots","0"
"Parsley to garnish","head garlic","0"
"Parsley to garnish","sprigs of thyme ","0"
"Parsley to garnish","sherry vinegar","0"
"Parsley to garnish","port","0"
"Parsley to garnish","reduced chicken stock","0"
"Parsley to garnish","large washed Sebago potatoes","0"
"Parsley to garnish","Maltese pork sausage meat","0"
"Parsley to garnish","baby rocket leaves","0"
"Parsley to garnish","sprigs thyme ","0"
"Parsley to garnish","brandy","0"
"Parsley to garnish","truffle oil","0"
"Parsley to garnish","truffle paste","0"
"Parsley to garnish","rabbit  ","0"
"Parsley to garnish","bay leaves ","0"
"Parsley to garnish","slices of dense","0"
"Parsley to garnish","kunserva  ","0"
"Parsley to garnish","capers ","0"
"Parsley to garnish","white anchovies or tinned tuna in oil","0"
"Parsley to garnish","sea salt and freshly ground black pepper ","0"
"Parsley to garnish","chopped parsley ","0"
"Parsley to garnish","kohlrabi","0"
"Parsley to garnish","podded broad beans","0"
"Parsley to garnish","podded peas  ","0"
"Parsley to garnish","small cauliflower","0"
"Parsley to garnish","vegetable or chicken stock ","0"
"eggplant","eggplant","1"
"eggplant","celery stalks","1"
"eggplant","olives","1"
"eggplant","capers","1"
"eggplant"," water","1"
"eggplant","globe artichokes","0"
"eggplant","heads garlic","0"
"eggplant","finely chopped parsley","0"
"eggplant","green or black olives","0"
"eggplant","can tuna","0"
"eggplant","ground almonds","0"
"eggplant","sugar","0"
"eggplant","cocoa powder","0"
"eggplant","ground cloves","0"
"eggplant","orange flower water","0"
"eggplant","chopped roasted almonds","0"
"eggplant","dried chestnuts","0"
"eggplant","mandarin peel","0"
"eggplant","of ground cloves","0"
"eggplant","of ground aniseed","0"
"eggplant","sesame seeds","0"
"eggplant","butter ","0"
"eggplant","chicken or beef stock ","0"
"eggplant","tomato paste ","0"
"eggplant","tomato puree ","0"
"eggplant","macaroni or penne ","0"
"eggplant","parmesan","0"
"eggplant","tasty cheese","0"
"eggplant","salt and pepper ","0"
"eggplant","puff pastry sheets","0"
"eggplant","large onions","0"
"eggplant","tin tomatoes ","0"
"eggplant","flat-leaf parsley leaves ","0"
"eggplant","red wine ","0"
"eggplant","water ","0"
"eggplant","thin slices of topside or round steak ","0"
"eggplant","minced veal ","0"
"eggplant","bacon rashers","0"
"eggplant","finely chopped flat-leaf parsley","0"
"eggplant","finely chopped oregano","0"
"eggplant","spring onion","0"
"eggplant","grated gbejniet","0"
"eggplant","salt and pepper","0"
"eggplant","day-old loaf of bread","0"
"eggplant","sugar ","0"
"eggplant","custard powder ","0"
"eggplant","cornflour ","0"
"eggplant","cocoa ","0"
"eggplant","mixed dried fruit such as sultanas","0"
"eggplant","almonds ","0"
"eggplant","glacé cherries","0"
"eggplant","vanilla extract ","0"
"eggplant","whisky","0"
"eggplant","French shallots","0"
"eggplant","head garlic","0"
"eggplant","sprigs of thyme ","0"
"eggplant","sherry vinegar","0"
"eggplant","port","0"
"eggplant","reduced chicken stock","0"
"eggplant","large washed Sebago potatoes","0"
"eggplant","Maltese pork sausage meat","0"
"eggplant","baby rocket leaves","0"
"eggplant","sprigs thyme ","0"
"eggplant","brandy","0"
"eggplant","truffle oil","0"
"eggplant","truffle paste","0"
"eggplant","rabbit  ","0"
"eggplant","bay leaves ","0"
"eggplant","slices of dense","0"
"eggplant","kunserva  ","0"
"eggplant","capers ","0"
"eggplant","white anchovies or tinned tuna in oil","0"
"eggplant","sea salt and freshly ground black pepper ","0"
"eggplant","chopped parsley ","0"
"eggplant","kohlrabi","0"
"eggplant","podded broad beans","0"
"eggplant","podded peas  ","0"
"eggplant","small cauliflower","0"
"eggplant","vegetable or chicken stock ","0"
"celery stalks","celery stalks","2"
"celery stalks","olives","1"
"celery stalks","capers","1"
"celery stalks"," water","1"
"celery stalks","globe artichokes","0"
"celery stalks","heads garlic","0"
"celery stalks","finely chopped parsley","0"
"celery stalks","green or black olives","0"
"celery stalks","can tuna","0"
"celery stalks","ground almonds","0"
"celery stalks","sugar","0"
"celery stalks","cocoa powder","0"
"celery stalks","ground cloves","0"
"celery stalks","orange flower water","0"
"celery stalks","chopped roasted almonds","0"
"celery stalks","dried chestnuts","0"
"celery stalks","mandarin peel","0"
"celery stalks","of ground cloves","0"
"celery stalks","of ground aniseed","0"
"celery stalks","sesame seeds","0"
"celery stalks","butter ","0"
"celery stalks","chicken or beef stock ","0"
"celery stalks","tomato paste ","1"
"celery stalks","tomato puree ","0"
"celery stalks","macaroni or penne ","0"
"celery stalks","parmesan","0"
"celery stalks","tasty cheese","0"
"celery stalks","salt and pepper ","1"
"celery stalks","puff pastry sheets","0"
"celery stalks","large onions","0"
"celery stalks","tin tomatoes ","0"
"celery stalks","flat-leaf parsley leaves ","0"
"celery stalks","red wine ","0"
"celery stalks","water ","0"
"celery stalks","thin slices of topside or round steak ","0"
"celery stalks","minced veal ","0"
"celery stalks","bacon rashers","0"
"celery stalks","finely chopped flat-leaf parsley","0"
"celery stalks","finely chopped oregano","0"
"celery stalks","spring onion","0"
"celery stalks","grated gbejniet","0"
"celery stalks","salt and pepper","0"
"celery stalks","day-old loaf of bread","0"
"celery stalks","sugar ","0"
"celery stalks","custard powder ","0"
"celery stalks","cornflour ","0"
"celery stalks","cocoa ","0"
"celery stalks","mixed dried fruit such as sultanas","0"
"celery stalks","almonds ","0"
"celery stalks","glacé cherries","0"
"celery stalks","vanilla extract ","0"
"celery stalks","whisky","0"
"celery stalks","French shallots","0"
"celery stalks","head garlic","0"
"celery stalks","sprigs of thyme ","0"
"celery stalks","sherry vinegar","0"
"celery stalks","port","0"
"celery stalks","reduced chicken stock","0"
"celery stalks","large washed Sebago potatoes","0"
"celery stalks","Maltese pork sausage meat","0"
"celery stalks","baby rocket leaves","0"
"celery stalks","sprigs thyme ","0"
"celery stalks","brandy","0"
"celery stalks","truffle oil","0"
"celery stalks","truffle paste","0"
"celery stalks","rabbit  ","0"
"celery stalks","bay leaves ","0"
"celery stalks","slices of dense","0"
"celery stalks","kunserva  ","0"
"celery stalks","capers ","0"
"celery stalks","white anchovies or tinned tuna in oil","0"
"celery stalks","sea salt and freshly ground black pepper ","0"
"celery stalks","chopped parsley ","1"
"celery stalks","kohlrabi","1"
"celery stalks","podded broad beans","1"
"celery stalks","podded peas  ","1"
"celery stalks","small cauliflower","1"
"celery stalks","vegetable or chicken stock ","1"
"olives","olives","1"
"olives","capers","1"
"olives"," water","1"
"olives","globe artichokes","0"
"olives","heads garlic","0"
"olives","finely chopped parsley","0"
"olives","green or black olives","0"
"olives","can tuna","0"
"olives","ground almonds","0"
"olives","sugar","0"
"olives","cocoa powder","0"
"olives","ground cloves","0"
"olives","orange flower water","0"
"olives","chopped roasted almonds","0"
"olives","dried chestnuts","0"
"olives","mandarin peel","0"
"olives","of ground cloves","0"
"olives","of ground aniseed","0"
"olives","sesame seeds","0"
"olives","butter ","0"
"olives","chicken or beef stock ","0"
"olives","tomato paste ","0"
"olives","tomato puree ","0"
"olives","macaroni or penne ","0"
"olives","parmesan","0"
"olives","tasty cheese","0"
"olives","salt and pepper ","0"
"olives","puff pastry sheets","0"
"olives","large onions","0"
"olives","tin tomatoes ","0"
"olives","flat-leaf parsley leaves ","0"
"olives","red wine ","0"
"olives","water ","0"
"olives","thin slices of topside or round steak ","0"
"olives","minced veal ","0"
"olives","bacon rashers","0"
"olives","finely chopped flat-leaf parsley","0"
"olives","finely chopped oregano","0"
"olives","spring onion","0"
"olives","grated gbejniet","0"
"olives","salt and pepper","0"
"olives","day-old loaf of bread","0"
"olives","sugar ","0"
"olives","custard powder ","0"
"olives","cornflour ","0"
"olives","cocoa ","0"
"olives","mixed dried fruit such as sultanas","0"
"olives","almonds ","0"
"olives","glacé cherries","0"
"olives","vanilla extract ","0"
"olives","whisky","0"
"olives","French shallots","0"
"olives","head garlic","0"
"olives","sprigs of thyme ","0"
"olives","sherry vinegar","0"
"olives","port","0"
"olives","reduced chicken stock","0"
"olives","large washed Sebago potatoes","0"
"olives","Maltese pork sausage meat","0"
"olives","baby rocket leaves","0"
"olives","sprigs thyme ","0"
"olives","brandy","0"
"olives","truffle oil","0"
"olives","truffle paste","0"
"olives","rabbit  ","0"
"olives","bay leaves ","0"
"olives","slices of dense","0"
"olives","kunserva  ","0"
"olives","capers ","0"
"olives","white anchovies or tinned tuna in oil","0"
"olives","sea salt and freshly ground black pepper ","0"
"olives","chopped parsley ","0"
"olives","kohlrabi","0"
"olives","podded broad beans","0"
"olives","podded peas  ","0"
"olives","small cauliflower","0"
"olives","vegetable or chicken stock ","0"
"capers","capers","1"
"capers"," water","1"
"capers","globe artichokes","0"
"capers","heads garlic","0"
"capers","finely chopped parsley","0"
"capers","green or black olives","0"
"capers","can tuna","0"
"capers","ground almonds","0"
"capers","sugar","0"
"capers","cocoa powder","0"
"capers","ground cloves","0"
"capers","orange flower water","0"
"capers","chopped roasted almonds","0"
"capers","dried chestnuts","0"
"capers","mandarin peel","0"
"capers","of ground cloves","0"
"capers","of ground aniseed","0"
"capers","sesame seeds","0"
"capers","butter ","0"
"capers","chicken or beef stock ","0"
"capers","tomato paste ","0"
"capers","tomato puree ","0"
"capers","macaroni or penne ","0"
"capers","parmesan","0"
"capers","tasty cheese","0"
"capers","salt and pepper ","0"
"capers","puff pastry sheets","0"
"capers","large onions","0"
"capers","tin tomatoes ","0"
"capers","flat-leaf parsley leaves ","0"
"capers","red wine ","0"
"capers","water ","0"
"capers","thin slices of topside or round steak ","0"
"capers","minced veal ","0"
"capers","bacon rashers","0"
"capers","finely chopped flat-leaf parsley","0"
"capers","finely chopped oregano","0"
"capers","spring onion","0"
"capers","grated gbejniet","0"
"capers","salt and pepper","0"
"capers","day-old loaf of bread","0"
"capers","sugar ","0"
"capers","custard powder ","0"
"capers","cornflour ","0"
"capers","cocoa ","0"
"capers","mixed dried fruit such as sultanas","0"
"capers","almonds ","0"
"capers","glacé cherries","0"
"capers","vanilla extract ","0"
"capers","whisky","0"
"capers","French shallots","0"
"capers","head garlic","0"
"capers","sprigs of thyme ","0"
"capers","sherry vinegar","0"
"capers","port","0"
"capers","reduced chicken stock","0"
"capers","large washed Sebago potatoes","0"
"capers","Maltese pork sausage meat","0"
"capers","baby rocket leaves","0"
"capers","sprigs thyme ","0"
"capers","brandy","0"
"capers","truffle oil","0"
"capers","truffle paste","0"
"capers","rabbit  ","0"
"capers","bay leaves ","0"
"capers","slices of dense","0"
"capers","kunserva  ","0"
"capers","capers ","0"
"capers","white anchovies or tinned tuna in oil","0"
"capers","sea salt and freshly ground black pepper ","0"
"capers","chopped parsley ","0"
"capers","kohlrabi","0"
"capers","podded broad beans","0"
"capers","podded peas  ","0"
"capers","small cauliflower","0"
"capers","vegetable or chicken stock ","0"
" water"," water","1"
" water","globe artichokes","0"
" water","heads garlic","0"
" water","finely chopped parsley","0"
" water","green or black olives","0"
" water","can tuna","0"
" water","ground almonds","0"
" water","sugar","0"
" water","cocoa powder","0"
" water","ground cloves","0"
" water","orange flower water","0"
" water","chopped roasted almonds","0"
" water","dried chestnuts","0"
" water","mandarin peel","0"
" water","of ground cloves","0"
" water","of ground aniseed","0"
" water","sesame seeds","0"
" water","butter ","0"
" water","chicken or beef stock ","0"
" water","tomato paste ","0"
" water","tomato puree ","0"
" water","macaroni or penne ","0"
" water","parmesan","0"
" water","tasty cheese","0"
" water","salt and pepper ","0"
" water","puff pastry sheets","0"
" water","large onions","0"
" water","tin tomatoes ","0"
" water","flat-leaf parsley leaves ","0"
" water","red wine ","0"
" water","water ","0"
" water","thin slices of topside or round steak ","0"
" water","minced veal ","0"
" water","bacon rashers","0"
" water","finely chopped flat-leaf parsley","0"
" water","finely chopped oregano","0"
" water","spring onion","0"
" water","grated gbejniet","0"
" water","salt and pepper","0"
" water","day-old loaf of bread","0"
" water","sugar ","0"
" water","custard powder ","0"
" water","cornflour ","0"
" water","cocoa ","0"
" water","mixed dried fruit such as sultanas","0"
" water","almonds ","0"
" water","glacé cherries","0"
" water","vanilla extract ","0"
" water","whisky","0"
" water","French shallots","0"
" water","head garlic","0"
" water","sprigs of thyme ","0"
" water","sherry vinegar","0"
" water","port","0"
" water","reduced chicken stock","0"
" water","large washed Sebago potatoes","0"
" water","Maltese pork sausage meat","0"
" water","baby rocket leaves","0"
" water","sprigs thyme ","0"
" water","brandy","0"
" water","truffle oil","0"
" water","truffle paste","0"
" water","rabbit  ","0"
" water","bay leaves ","0"
" water","slices of dense","0"
" water","kunserva  ","0"
" water","capers ","0"
" water","white anchovies or tinned tuna in oil","0"
" water","sea salt and freshly ground black pepper ","0"
" water","chopped parsley ","0"
" water","kohlrabi","0"
" water","podded broad beans","0"
" water","podded peas  ","0"
" water","small cauliflower","0"
" water","vegetable or chicken stock ","0"
"globe artichokes","globe artichokes","1"
"globe artichokes","heads garlic","1"
"globe artichokes","finely chopped parsley","1"
"globe artichokes","green or black olives","1"
"globe artichokes","can tuna","1"
"globe artichokes","ground almonds","0"
"globe artichokes","sugar","0"
"globe artichokes","cocoa powder","0"
"globe artichokes","ground cloves","0"
"globe artichokes","orange flower water","0"
"globe artichokes","chopped roasted almonds","0"
"globe artichokes","dried chestnuts","0"
"globe artichokes","mandarin peel","0"
"globe artichokes","of ground cloves","0"
"globe artichokes","of ground aniseed","0"
"globe artichokes","sesame seeds","0"
"globe artichokes","butter ","0"
"globe artichokes","chicken or beef stock ","0"
"globe artichokes","tomato paste ","0"
"globe artichokes","tomato puree ","0"
"globe artichokes","macaroni or penne ","0"
"globe artichokes","parmesan","0"
"globe artichokes","tasty cheese","0"
"globe artichokes","salt and pepper ","0"
"globe artichokes","puff pastry sheets","0"
"globe artichokes","large onions","0"
"globe artichokes","tin tomatoes ","0"
"globe artichokes","flat-leaf parsley leaves ","0"
"globe artichokes","red wine ","0"
"globe artichokes","water ","0"
